TIMESTAMP    TEMP  ARM_FREQ
1363         39.0       600
1364         40.0       600
1365         40.0       600
1366         40.0       600
1367         39.0       600
1368         40.0       600
1369         40.0       600
1370         41.0       600
1371         40.0       600
1372         39.0       600
1373         40.0       600
1374         39.0       600
1375         39.0       600
1376         39.0       600
1377         39.0       600
1378         39.0       600
1379         38.0       600
1380         38.0       600
1381         38.0       600
1382         40.0       600
1383         40.0       600
1384         38.0       600
1385         39.0       600
1386         37.0       600
1387         38.0       600
1388         38.0       600
1389         38.0       600
1390         38.0       600
1391         39.0       600
1392         38.0       600
1393         38.0       600
1394         39.0       600
1395         38.0       600
1396         37.0       600
1397         38.0       600
1398         37.0       600
1399         37.0       600
1400         38.0       600
1401         38.0       600
1402         37.0       600
1403         38.0       600
1404         37.0       600
1405         37.0       600
1406         37.0       600
1407         37.0       600
1408         37.0       600
1409         37.0       600
1410         38.0       600
1411         37.0       600
1412         37.0       600
1413         38.0       600
1414         37.0       600
1415         37.0       600
1416         38.0       600
1417         38.0       600
1418         38.0       600
1419         38.0       600
1420         37.0       600
1421         38.0       600
1422         37.0       600
1423         37.0       600
1424         37.0       600
1425         37.0       600
1426         37.0       600
1427         37.0       600
1428         37.0       600
1429         37.0       600
1430         37.0       600
1431         38.0       600
1432         37.0       600
1433         37.0       600
1434         37.0       600
1435         37.0       600
1436         35.0       600
1437         36.0       600
1438         36.0       600
1439         36.0       600
1440         36.0       600
1441         37.0       600
1442         36.0       600
1443         37.0       600
1444         36.0       600
1445         36.0       600
1446         36.0       600
1447         37.0       600
1448         36.0       600
1449         36.0       600
1450         36.0       600
1451         37.0       600
1452         37.0       600
1453         37.0       600
1454         37.0       600
1455         36.0       600
1456         36.0       600
1457         36.0       600
1458         36.0       600
1459         36.0       600
1460         35.0       600
1461         37.0       600
1462         36.0       600
1463         36.0       600
1464         37.0       600
1465         37.0       600
1466         36.0       600
1467         37.0       600
1468         36.0       600
1469         36.0       600
1470         36.0       600
1471         36.0       600
1472         36.0       600
1473         36.0       600
1474         36.0       600
1475         36.0       600
1476         36.0       600
1477         36.0       600
1478         35.0       600
1479         36.0       600
1480         35.0       600
1481         35.0       600
1482         37.0       600
1483         37.0       600
1484         35.0       600
1485         36.0       600
1486         36.0       600
1487         35.0       600
1488         36.0       600
1489         35.0       600
1490         36.0       600
1491         36.0       600
1492         36.0       600
1493         35.0       600
1494         36.0       600
